"","Code","Revised.Intervention.Name","Country","adjusted_uc","pin_sum","total_cost","pin_sum_adjusted","total_cost_adjusted","increment","Super_region","NCD_region","SDI","World_bank","iso3","period","life_years_gained","deaths_averted","ICER","ICER_rank"
"1160","HC38","Provision of aspirin for all cases of suspected acute myocardial infarction","El Salvador",8.21652511375818,31690.9237222445,260389.270642017,42048.8216932408,345495.199446453,85105.9288044361,"Latin America and Caribbean","Latin America and Caribbean","Middle SDI","LMIC","SLV","2020-2030",3109.06449999975,1224.865,27.3734844691845,5
"1161","HC39","Screening and management of albuminuric kidney disease with ACEi or ARBs, including targeted screening among people with diabetes","El Salvador",259.057619632697,313481.982852805,81209896.2755855,364392.886752017,94398753.8530642,13188857.5774787,"Latin America and Caribbean","Latin America and Caribbean","Middle SDI","LMIC","SLV","2020-2030",265.391499999851,109.093000000003,49695.855283557,28
"1162","HC40","Screening and management of diabetes among at-risk adults, including glycemic control, management of blood pressure and lipids, and consistent foot care","El Salvador",58.2879644173567,1109341.96668887,64661285.0810412,1291616.40166647,75285690.8612093,10624405.7801681,"Latin America and Caribbean","Latin America and Caribbean","Middle SDI","LMIC","SLV","2020-2030",1296.31349999985,543.753,8195.86140248426,20
"1163","HC41","Secondary prophylaxis with penicillin for rheumatic fever or established rheumatic heart disease","El Salvador",279.924860122287,95683.6818872686,26784241.2682791,110971.835901947,31063775.642366,4279534.37408688,"Latin America and Caribbean","Latin America and Caribbean","Middle SDI","LMIC","SLV","2020-2030",21.3974999999474,8.3530000000023,200001.606453904,31
"1164","HC43","Long term management of ischemic heart disease, stroke, and peripheral vascular disease with aspirin, beta blockers, ACEi, and statins (as indicated) to reduce risk of further events","El Salvador",34.3489722251377,557186.121206769,19138770.6015635,649102.547403298,22296005.372022,3157234.7704585,"Latin America and Caribbean","Latin America and Caribbean","Middle SDI","LMIC","SLV","2020-2030",9561.76849999989,3771.735,330.193600740129,11
"1165","HC44","Medical management of heart failure with diuretics, beta-blockers, ACEi, and mineralocorticoid antagonists","El Salvador",2.88359210743271,90734.3934285135,261640.980763156,120332.30990644,346989.299115357,85348.3183522009,"Latin America and Caribbean","Latin America and Caribbean","Middle SDI","LMIC","SLV","2020-2030",6417.15449999985,2526.235,13.3000254789257,2
"1166","HC45","Opportunistic screening for hypertension for all adults and initiation of treatment among individuals with severe hypertension and/or multiple risk factors","El Salvador",43.821467273377,8595307.64001909,376658992.451703,11423662.4552796,500601650.426139,123942657.974435,"Latin America and Caribbean","Latin America and Caribbean","Middle SDI","LMIC","SLV","2020-2030",3564.52549999958,1407.385,34771.1520017039,27
"1167","HC49","Management of bipolar disorder using generic mood-stabilizing medications and psychosocial treatment","El Salvador",84.1026269573555,15051.874680452,1265902.20125892,55539.070898542,4670981.7613382,3405079.56007928,"Latin America and Caribbean","Latin America and Caribbean","Middle SDI","LMIC","SLV","2020-2030",110.980999999948,45.548000000002,30681.64424614,25
"1168","HC50.1","Management of depression disorders with psycological and generic antidepressant therapy","El Salvador",108.632559819918,44146.0607408483,4795699.58424391,163171.017492074,17725685.3185846,12929985.7343407,"Latin America and Caribbean","Latin America and Caribbean","Middle SDI","LMIC","SLV","2020-2030",520.044999999779,213.378000000001,24863.205557877,24
"1169","HC50.2","Management of anxiety disorders with psycological and generic antidepressant therapy","El Salvador",87.6069030805786,34127.0818753398,2989767.95427587,182463.202593134,15985036.1053487,12995268.1510728,"Latin America and Caribbean","Latin America and Caribbean","Middle SDI","LMIC","SLV","2020-2030",73.9229999998439,30.3540000000007,175794.653235126,30
"1170","HC51","Management of epilepsy, including acute stabilization and long-term management with generic anti-epileptics","El Salvador",105.128283696694,216003.499918737,22708077.2189358,237988.001732187,25019270.1625108,2311192.94357495,"Latin America and Caribbean","Latin America and Caribbean","Middle SDI","LMIC","SLV","2020-2030",71.6739999997855,28.2640000000018,32245.9042830296,26
"1171","HC52","Management of schizophrenia using generic anti-psychotic medications and psychosocial treatment","El Salvador",73.589798587686,50059.9947926707,3683904.93409325,62674.6922790063,4612217.98135728,928313.047264029,"Latin America and Caribbean","Latin America and Caribbean","Middle SDI","LMIC","SLV","2020-2030",74.4794999998095,30.5870000000004,12464.0075089978,23
"1172","HC53","Screening and brief intervention for alcohol use disorders","El Salvador",45.5555896019009,15924.972499934,725471.511628551,93799.7063415921,4273100.92687639,3547629.41524784,"Latin America and Caribbean","Latin America and Caribbean","Middle SDI","LMIC","SLV","2020-2030",375.059499999859,150.545000000002,9458.84430403488,21
"1173","RH4","Management of acute ventilatory failure due to acute exacerbations of asthma and COPD; in COPD use of bilevel positive airway pressure preferred","El Salvador",35.9022279429163,35941.9168990261,1290394.89321419,41723.7007943389,1497973.81654039,207578.923326203,"Latin America and Caribbean","Latin America and Caribbean","Middle SDI","LMIC","SLV","2020-2030",628.89049999977,248.782999999999,330.071647331735,10
"1174","RH6","Use of percutaneous coronary intervention for acute myocardial infarction where resources permit","El Salvador",0.517111216407021,1240.58524493062,641.520545062675,1645.77975175322,851.051169367154,209.530624304479,"Latin America and Caribbean","Latin America and Caribbean","Middle SDI","LMIC","SLV","2020-2030",1662.71899999979,654.970000000002,0.126016858112829,1
"1175","RH7","Treatment of early stage breast cancer with appropriate multimodal approaches (including generic chemotherapy), with curative intent, for cases detected by clinical examination at health centers and first-level hospitals","El Salvador",59.3557489929958,354.022861879413,21013.2921274965,644.042766074054,38227.6407638463,17214.3486363498,"Latin America and Caribbean","Latin America and Caribbean","Middle SDI","LMIC","SLV","2020-2030",78.3409999999549,31.7600000000011,219.73613607638,7
"1176","RH8","Treatment of early stage colorectal cancer with appropriate multimodal approaches (including generic chemotherapy), with curative intent, for cases detected by clinical examination at health centers and first-level hospitals","El Salvador",11.387826294486,203.958087502992,2322.63927183965,373.799184292323,4256.76017974152,1934.12090790188,"Latin America and Caribbean","Latin America and Caribbean","Middle SDI","LMIC","SLV","2020-2030",78.1524999999202,31.7650000000033,24.7480363123873,4
"1177","C31","Provision of harm reduction services such as safe injection equipment and opioid substitution therapy to people who inject drugs","Equatorial Guinea",33.1597963926976,3192.30411405445,105856.154445616,7256.63378996527,240628.498971618,134772.344526001,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",11.5234999999941,4.96300000000009,11695.4349395644,21
"1178","C47","Exercise-based pulmonary rehabilitation for patients with obstructive lung disease","Equatorial Guinea",44.7657251301417,9133.97042094345,408888.809210799,9925.86755102394,444338.658467331,35449.8492565313,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",125.525499999991,51.103,282.411535955115,11
"1179","FLH13","Early detection and treatment of early-stage cervical cancer","Equatorial Guinea",87.1113334474217,730.030508125208,63593.9310200857,895.206651212158,77982.645098092,14388.7140780063,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",22.0749999999955,8.16800000000002,651.810377259762,14
"1180","FLH20","Management of acute coronary syndromes with aspirin, unfractionated heparin, and generic thrombolytics (when indicated)","Equatorial Guinea",32.083807312839,2376.28325206038,76240.2139798319,2784.89226444281,89349.9467993991,13109.7328195672,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",417.110999999993,168.946,31.4298419834707,4
"1181","FLH22.1","Management of acute exacerbations of asthma and COPD using systemic steroids, inhaled beta-agonists, and, if indicated, oral antibiotics and oxygen therapy","Equatorial Guinea",42.2758785637328,10426.4235949234,440786.217753018,11329.1874349014,478951.352223659,38165.1344706411,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",333.845499999942,135.993,114.319751114356,9
"1182","FLH22.2","Management of acute exacerbations of asthma and COPD using systemic steroids, inhaled beta-agonists, and, if indicated, oral antibiotics and oxygen therapy","Equatorial Guinea",42.2758785637328,75558.420856569,3194298.62459972,81861.6430639681,3460772.88119995,266474.256600227,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",186.88349999999,66.4149999999999,1425.88434292081,16
"1183","FLH23","Medical management of acute heart failure","Equatorial Guinea",32.9271203419502,7252.89666061482,238817.001171793,8516.07313894979,280409.76508705,41592.7639152565,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",923.850499999936,371.061,45.0210980188454,6
"1184","FLH24","Management of bowel obstruction","Equatorial Guinea",37.3334286203236,410.339421836478,15319.377515237,479.287129111503,17893.4318233241,2574.05430808711,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",29.6609999999871,8.9780000000001,86.7824519769473,7
"1185","FLH31","Appendectomy","Equatorial Guinea",37.3334286203236,18031.4919362721,673177.417120753,21029.8728785424,785117.258005541,111939.840884788,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",8.67649999999023,3.12099999999997,12901.497249457,22
"1186","FLH37","Hernia repair including emergency surgery","Equatorial Guinea",37.3334286203236,2275.83943141896,84964.8889641974,2664.80556219222,99486.3282431446,14521.4392789472,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",3.29600000001525,1.27000000000005,4405.77648024272,18
"1187","FLH44","Repair of perforations (for example, perforated peptic ulcer, typhoid ileal perforation)","Equatorial Guinea",37.3334286203236,515.19886517619,19234.140058327,685.815032167604,25603.8265501742,6369.68649184718,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",14.575999999955,5.25600000000021,436.998249990863,12
"1188","HC18","Opportunistic screening for cervical cancer using visual inspection or HPV DNA testing and treatment of precancerous lesions with cryotherapy","Equatorial Guinea",80.8890953440344,402725.964498947,32576138.9398736,496858.722310475,40190452.5614871,7614313.62161355,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",43.2695000000044,16.0129999999999,175974.153193653,31
"1189","HC36","Long-term combination therapy for persons with multiple CVD risk factors, including screening for CVD in community settings using non-lab-based tools to assess overall CVD risk","Equatorial Guinea",59.9332328542525,127045.241736697,7614232.05603028,149654.972916788,8969306.33961871,1355074.28358843,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",740.921499999969,299.339,1828.90398454962,17
"1190","HC37.1","Low-dose inhaled corticosteroids and bronchodilators for asthma and for selected patients with COPD","Equatorial Guinea",58.0296436872208,37436.6574003169,2172435.88978095,40670.5581244064,2360097.99651971,187662.106738759,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",273.325999999957,111.36,686.587103820303,15
"1191","HC37.2","Low-dose inhaled corticosteroids and bronchodilators for asthma and for selected patients with COPD","Equatorial Guinea",58.0296436872208,559692.006344956,32478727.7027835,606379.212879017,35187969.6627067,2709241.95992327,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",116.21149999993,41.3069999999999,23313.0280559575,24
"1192","HC38","Provision of aspirin for all cases of suspected acute myocardial infarction","Equatorial Guinea",4.97396945890464,9342.96412775824,46471.6182271111,11003.7991633772,54732.5609705585,8260.94274344743,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",212.675000000006,86.124,38.8430362922168,5
"1193","HC39","Screening and management of albuminuric kidney disease with ACEi or ARBs, including targeted screening among people with diabetes","Equatorial Guinea",64.6903390027373,108559.700591808,7022763.83331974,118068.965932038,7637921.43184617,615157.598526428,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",10.3085000000143,4.23500000000009,59674.7925038145,29
"1194","HC40","Screening and management of diabetes among at-risk adults, including glycemic control, management of blood pressure and lipids, and consistent foot care","Equatorial Guinea",14.5553262756159,641364.168867444,9335264.73935486,698772.098543337,10170855.8865951,835591.147240246,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",159.910499999995,68.117,5225.3676102587,19
"1195","HC41","Secondary prophylaxis with penicillin for rheumatic fever or established rheumatic heart disease","Equatorial Guinea",58.1017215030955,86683.2301903334,5036444.89950747,94128.7788672637,5469044.09517221,432599.195664742,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",6.58799999997227,2.31600000000002,65664.7230823563,30
"1196","HC43","Long term management of ischemic heart disease, stroke, and peripheral vascular disease with aspirin, beta blockers, ACEi, and statins (as indicated) to reduce risk of further events","Equatorial Guinea",11.3387197291829,112169.774880833,1271861.63945931,122025.443700031,1383612.30594384,111750.666484535,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",764.407999999993,310.414,146.192434517347,10
"1197","HC44","Medical management of heart failure with diuretics, beta-blockers, ACEi, and mineralocorticoid antagonists","Equatorial Guinea",4.70387433456432,14231.249125081,66942.0075082593,16709.6125557231,78599.9176413799,11657.9101331206,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",867.692999999995,348.318,13.4355240080543,2
"1198","HC45","Opportunistic screening for hypertension for all adults and initiation of treatment among individuals with severe hypertension and/or multiple risk factors","Equatorial Guinea",26.5278371141581,3454510.64434844,91640695.6824005,4067158.99345059,107892931.29564,16252235.6132397,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",363.409999999975,146.098,44721.4870621084,27
"1199","HC49","Management of bipolar disorder using generic mood-stabilizing medications and psychosocial treatment","Equatorial Guinea",49.7779048270981,9227.30192943741,459315.757254434,18037.0836772307,897848.234643594,438532.47738916,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",13.0454999999768,5.40699999999998,33615.6128465709,25
"1200","HC50.1","Management of depression disorders with psycological and generic antidepressant therapy","Equatorial Guinea",64.2964604016684,43705.8478714843,2810131.31699023,85369.1478290547,5488934.03291499,2678802.71592476,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",61.7054999999614,25.5249999999999,43412.7057705785,26
"1201","HC50.2","Management of anxiety disorders with psycological and generic antidepressant therapy","Equatorial Guinea",51.8519841948939,27049.2612265433,1402557.86560228,68457.2836442848,3549645.98954882,2147088.12394654,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",8.6780000000708,3.60000000000017,247417.391556698,32
"1202","HC51","Management of epilepsy, including acute stabilization and long-term management with generic anti-epileptics","Equatorial Guinea",62.2223810338726,117783.950627265,7328797.8556045,126671.618745892,7881809.72778431,553011.872179809,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",49.0224999998827,18.4350000000001,11280.7766266741,20
"1203","HC52","Management of schizophrenia using generic anti-psychotic medications and psychosocial treatment","Equatorial Guinea",43.5556667237108,14816.2722174681,645332.614791818,17767.8999943466,773892.730533984,128560.115742166,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",8.76900000006466,3.62800000000017,14660.7498849604,23
"1204","HC53","Screening and brief intervention for alcohol use disorders","Equatorial Guinea",26.9630317813448,11421.6625209802,307962.649548983,25845.6967134772,696878.341896485,388915.692347502,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",7.12500000000537,3.06600000000011,54584.6585750468,28
"1205","RH4","Management of acute ventilatory failure due to acute exacerbations of asthma and COPD; in COPD use of bilevel positive airway pressure preferred","Equatorial Guinea",73.02561364691,17196.9688902985,1255819.20608087,18638.0539558459,1361055.32730986,105236.121228997,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",207.93949999994,81.735,506.090094614189,13
"1206","RH6","Use of percutaneous coronary intervention for acute myocardial infarction where resources permit","Equatorial Guinea",0.611499019199553,303.187173732044,185.398659371029,355.810777258278,217.577941314067,32.1792819430381,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",111.109499999944,44.987,0.289617736944675,1
"1207","RH7","Treatment of early stage breast cancer with appropriate multimodal approaches (including generic chemotherapy), with curative intent, for cases detected by clinical examination at health centers and first-level hospitals","Equatorial Guinea",36.6777460621873,195.361768460005,7165.4293338359,244.646284119624,8973.07428399732,1807.64495016142,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",19.1674999999808,8.00700000000009,94.3078101037295,8
"1208","RH8","Treatment of early stage colorectal cancer with appropriate multimodal approaches (including generic chemotherapy), with curative intent, for cases detected by clinical examination at health centers and first-level hospitals","Equatorial Guinea",17.6347225323141,52.3398694249126,922.999074685885,65.5740002294839,1156.37929938085,233.380224694967,"Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC","GNQ","2020-2030",13.0655000000198,5.67500000000019,17.862326332296,3
"1209","C31","Provision of harm reduction services such as safe injection equipment and opioid substitution therapy to people who inject drugs","Eritrea",14.3343873138726,2190.53544199053,31399.9834502574,13615.1664104227,195165.068669828,163765.085219571,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",33.2514999997654,14.1450000000008,4925.04353850882,21
"1210","C47","Exercise-based pulmonary rehabilitation for patients with obstructive lung disease","Eritrea",19.7097825565749,2293.76848401509,45209.6780550618,5302.76673803563,104516.37935492,59306.7012998583,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",782.904500000222,301.530999999999,75.7521527847158,10
"1211","FLH13","Early detection and treatment of early-stage cervical cancer","Eritrea",82.1596206056993,750.175112264259,61634.1026114694,2045.82587234162,168084.277496911,106450.174885442,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",235.693499999838,86.7710000000004,451.64662956558,14
"1212","FLH20","Management of acute coronary syndromes with aspirin, unfractionated heparin, and generic thrombolytics (when indicated)","Eritrea",12.786862387924,755.867411207863,9665.17257063134,2727.11204552855,34871.2064426236,25206.0338719923,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",3830.89199999997,1491.404,6.579677493386,3
"1213","FLH22.1","Management of acute exacerbations of asthma and COPD using systemic steroids, inhaled beta-agonists, and, if indicated, oral antibiotics and oxygen therapy","Eritrea",23.1675643066689,2636.10031700671,61072.0236130831,6080.60603379658,140872.831311501,79800.8076984179,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",1475.75449999974,568.499,54.0745819839493,8
"1214","FLH22.2","Management of acute exacerbations of asthma and COPD using systemic steroids, inhaled beta-agonists, and, if indicated, oral antibiotics and oxygen therapy","Eritrea",23.1675643066689,13974.030835126,323744.257996156,31618.9214967,732533.397082312,408789.139086156,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",1073.20049999964,389.458999999999,380.906586501119,13
"1215","FLH23","Medical management of acute heart failure","Eritrea",10.8614979885923,1600.20639486893,17380.6385392014,5777.10599703938,62748.0251667275,45367.3866275261,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",5603.22199999969,2144.034,8.09666056913837,4
"1216","FLH24","Management of bowel obstruction","Eritrea",31.9509635688831,76.7764713586693,2453.08223932824,470.650214371928,15037.7278530845,12584.6456137562,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",418.364999999947,152.912,30.08054118714,7
"1217","FLH31","Appendectomy","Eritrea",31.9509635688831,1554.87361061086,49679.7100868452,9481.0997527231,302930.272792202,253250.562705357,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",76.8390000000842,29.667999999999,3295.85968980699,20
"1218","FLH37","Hernia repair including emergency surgery","Eritrea",31.9509635688831,112.926036483093,3608.09567764965,704.259635231516,22501.773948317,18893.6782706674,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",21.2495000001065,7.81499999999952,889.135192384419,17
"1219","FLH44","Repair of perforations (for example, perforated peptic ulcer, typhoid ileal perforation)","Eritrea",31.9509635688831,124.561151474772,3979.84881286858,1382.09413383565,44159.2393189498,40179.3905060812,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",163.446499999841,63.0829999999994,245.825946142134,12
"1220","HC18","Opportunistic screening for cervical cancer using visual inspection or HPV DNA testing and treatment of precancerous lesions with cryotherapy","Eritrea",75.3129855552244,224479.994626251,16906258.5927237,616010.487540941,46393588.9500376,29487330.357314,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",433.501499999823,159.569000000001,68021.2879478525,30
"1221","HC36","Long-term combination therapy for persons with multiple CVD risk factors, including screening for CVD in community settings using non-lab-based tools to assess overall CVD risk","Eritrea",51.8084610865966,29837.4979126694,1545834.84952994,109000.861008923,5647166.86598634,4101332.0164564,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",6256.57749999967,2428.199,655.523249964795,16
"1222","HC37.1","Low-dose inhaled corticosteroids and bronchodilators for asthma and for selected patients with COPD","Eritrea",60.9211460839587,9507.78812519794,579225.349310512,21909.3369848572,1334741.91905717,755516.569746656,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",1320.0124999999,508.452999999999,572.355617652644,15
"1223","HC37.2","Low-dose inhaled corticosteroids and bronchodilators for asthma and for selected patients with COPD","Eritrea",60.9211460839587,103511.339519452,6306029.43621078,234213.112726037,14268531.2551616,7962501.8189508,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",851.819499999708,309.133,9347.63975108991,25
"1224","HC38","Provision of aspirin for all cases of suspected acute myocardial infarction","Eritrea",3.58359682846816,2604.32704953175,9332.85815499582,9524.06565562776,34130.4114776302,24797.5533226344,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",2117.47799999994,824.079999999999,11.7108906551261,5
"1225","HC39","Screening and management of albuminuric kidney disease with ACEi or ARBs, including targeted screening among people with diabetes","Eritrea",66.4612379422113,23812.5380862652,1582610.75975924,55057.8755113098,3659214.56494981,2076603.80519057,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",43.6769999997625,16.7860000000001,47544.5613298043,29
"1226","HC40","Screening and management of diabetes among at-risk adults, including glycemic control, management of blood pressure and lipids, and consistent foot care","Eritrea",14.9537785369975,82540.668191103,1234294.87242555,191196.757729856,2859113.97208424,1624819.09965869,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",550.769499999906,214.020999999999,2950.08910199088,18
"1227","HC41","Secondary prophylaxis with penicillin for rheumatic fever or established rheumatic heart disease","Eritrea",64.1209719382936,23695.475346983,1519376.90978843,54249.5947227951,3478536.74088415,1959159.83109572,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",55.1699999999327,19.378,35511.3255591465,27
"1228","HC43","Long term management of ischemic heart disease, stroke, and peripheral vascular disease with aspirin, beta blockers, ACEi, and statins (as indicated) to reduce risk of further events","Eritrea",9.80160074611287,30281.5721222619,296807.879907033,70166.8272094466,687747.225928485,390939.346021452,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",6322.28199999999,2455.174,61.8351642684481,9
"1229","HC44","Medical management of heart failure with diuretics, beta-blockers, ACEi, and mineralocorticoid antagonists","Eritrea",1.55164256979889,3119.98761813852,4841.10560554919,11266.3409349881,17481.3342005954,12640.2285950462,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",5172.35349999978,1976.075,2.44380601500782,1
"1230","HC45","Opportunistic screening for hypertension for all adults and initiation of treatment among individuals with severe hypertension and/or multiple risk factors","Eritrea",8.9589920711704,916441.07003575,8210388.2801452,3346648.08849769,29982593.6898484,21772205.4097032,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",3217.70649999987,1235.469,6766.37394047719,22
"1231","HC49","Management of bipolar disorder using generic mood-stabilizing medications and psychosocial treatment","Eritrea",22.8221168349165,11407.7817108667,260349.727032624,43699.0661823147,997305.193989534,736955.46695691,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",87.0844999997657,33.7569999999993,8462.53313688306,24
"1232","HC50.1","Management of depression disorders with psycological and generic antidepressant therapy","Eritrea",27.3865402018998,43555.0698152734,1192822.67049253,167033.210570282,4574461.7363354,3381639.06584287,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",408.024499999665,158.204999999999,8287.83336747094,23
"1233","HC50.2","Management of anxiety disorders with psycological and generic antidepressant therapy","Eritrea",13.6932701009499,38295.4759199578,524390.295416405,212802.805057233,2913966.28788847,2389575.99247207,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",58.0189999998211,22.4840000000005,41186.0940808948,28
"1234","HC51","Management of epilepsy, including acute stabilization and long-term management with generic anti-epileptics","Eritrea",43.3620219863413,10771.7432209574,467084.566378379,29108.1677604713,1262189.01041167,795104.44403329,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",245.736999999719,89.5419999999997,3235.59107515026,19
"1235","HC52","Management of schizophrenia using generic anti-psychotic medications and psychosocial treatment","Eritrea",93.5706790231575,22624.9473215527,2117031.68374086,32143.3577888598,3007675.81438791,890644.130647054,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",58.2719999998183,22.5960000000006,15284.2553996745,26
"1236","HC53","Screening and brief intervention for alcohol use disorders","Eritrea",59.3375037707828,11043.2633240214,655279.679130868,68241.8480748919,4049300.91746909,3394021.23833822,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",38.079499999903,14.7770000000004,89129.8792879861,31
"1237","RH4","Management of acute ventilatory failure due to acute exacerbations of asthma and COPD; in COPD use of bilevel positive airway pressure preferred","Eritrea",32.5731341630176,3322.02623042654,108208.806096747,7539.9283541333,245599.097858724,137390.291761977,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",1440.15250000011,542.651,95.3998217285783,11
"1238","RH7","Treatment of early stage breast cancer with appropriate multimodal approaches (including generic chemotherapy), with curative intent, for cases detected by clinical examination at health centers and first-level hospitals","Eritrea",21.1306958754309,82.5316979634608,1743.95220974881,234.290426500994,4950.71974891751,3206.7675391687,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",118.148500000046,46.1429999999987,27.1418387805808,6
"1239","RH8","Treatment of early stage colorectal cancer with appropriate multimodal approaches (including generic chemotherapy), with curative intent, for cases detected by clinical examination at health centers and first-level hospitals","Eritrea",7.81130912392496,27.6985133993317,216.361650435357,77.1448162341726,602.602006913507,386.24035647815,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ERI","2020-2030",73.0819999997961,28.8399999999995,5.28502718151155,2
"1240","C31","Provision of harm reduction services such as safe injection equipment and opioid substitution therapy to people who inject drugs","Ethiopia",15.4171065569883,34791.9566404925,536391.302852588,220393.590901212,3397831.47540126,2861440.17254867,"Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC","ETH","2020-2030",154.146499998331,62.722999999995,18563.1212682718,22
