measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),Luxembourg,Female,Age-standardized,Bipolar disorder,Rate,2017,195.364464522,291.407860422,122.607081984
YLDs (Years Lived with Disability),Serbia,Male,Age-standardized,Alcohol use disorders,Rate,2017,247.154806385,344.98808641,169.185532634
YLDs (Years Lived with Disability),Serbia,Female,Age-standardized,Alcohol use disorders,Rate,2017,134.134142689,188.51516054799998,92.5911887148
YLDs (Years Lived with Disability),Serbia,Male,Age-standardized,Major depressive disorder,Rate,2017,248.84002966199998,335.867491562,172.792443117
YLDs (Years Lived with Disability),Serbia,Female,Age-standardized,Major depressive disorder,Rate,2017,379.49406065,509.226896134,266.283031292
YLDs (Years Lived with Disability),Serbia,Male,Age-standardized,Bipolar disorder,Rate,2017,127.271017835,188.08747176199998,80.5719004473
YLDs (Years Lived with Disability),Serbia,Female,Age-standardized,Bipolar disorder,Rate,2017,143.096320185,214.76069337299998,89.2782246039
YLDs (Years Lived with Disability),Serbia,Male,Age-standardized,Schizophrenia,Rate,2017,119.725006107,151.589539208,87.4752810573
YLDs (Years Lived with Disability),Serbia,Female,Age-standardized,Schizophrenia,Rate,2017,121.53732488400001,154.31622845,89.840258403
YLDs (Years Lived with Disability),Senegal,Male,Age-standardized,Schizophrenia,Rate,2017,107.41063893900001,135.68290766500002,78.73145332930001
YLDs (Years Lived with Disability),Senegal,Female,Age-standardized,Schizophrenia,Rate,2017,109.828644917,138.050692509,80.96224625619999
YLDs (Years Lived with Disability),Senegal,Male,Age-standardized,Alcohol use disorders,Rate,2017,102.934978379,143.358878377,69.3556696871
YLDs (Years Lived with Disability),Senegal,Female,Age-standardized,Alcohol use disorders,Rate,2017,77.6624020605,109.48937870099999,53.1333601753
YLDs (Years Lived with Disability),Senegal,Male,Age-standardized,Major depressive disorder,Rate,2017,365.90878476800003,491.057696312,254.532155925
YLDs (Years Lived with Disability),Senegal,Female,Age-standardized,Major depressive disorder,Rate,2017,522.2153618039999,710.081246401,363.599195254
YLDs (Years Lived with Disability),Senegal,Male,Age-standardized,Bipolar disorder,Rate,2017,125.969499102,186.42212713199999,78.8966119975
YLDs (Years Lived with Disability),Senegal,Female,Age-standardized,Bipolar disorder,Rate,2017,133.448779318,199.15203480799997,83.90505298640001
YLDs (Years Lived with Disability),South Africa,Male,Age-standardized,Major depressive disorder,Rate,2017,444.263782907,602.935455374,305.59042687
YLDs (Years Lived with Disability),South Africa,Female,Age-standardized,Major depressive disorder,Rate,2017,562.1147364259999,763.695064107,389.89376375300003
YLDs (Years Lived with Disability),South Africa,Male,Age-standardized,Bipolar disorder,Rate,2017,120.67401828599999,178.671375191,74.9692636136
YLDs (Years Lived with Disability),South Africa,Female,Age-standardized,Bipolar disorder,Rate,2017,127.661617724,189.02745983900002,79.6030729406
YLDs (Years Lived with Disability),Bhutan,Male,Age-standardized,Schizophrenia,Rate,2017,181.495250696,229.811137391,133.205047807
YLDs (Years Lived with Disability),Bhutan,Female,Age-standardized,Schizophrenia,Rate,2017,145.944401495,182.466833179,109.059822447
YLDs (Years Lived with Disability),Bhutan,Male,Age-standardized,Alcohol use disorders,Rate,2017,275.88103255000004,386.357968854,183.197209993
YLDs (Years Lived with Disability),Bhutan,Female,Age-standardized,Alcohol use disorders,Rate,2017,174.546570581,244.521515798,117.25264766100001
YLDs (Years Lived with Disability),Bhutan,Male,Age-standardized,Major depressive disorder,Rate,2017,343.257484172,471.364742682,238.227243747
YLDs (Years Lived with Disability),Bhutan,Female,Age-standardized,Major depressive disorder,Rate,2017,533.82710889,725.753574016,375.024291328
YLDs (Years Lived with Disability),Bhutan,Male,Age-standardized,Bipolar disorder,Rate,2017,117.756605027,176.243772361,74.1192422427
YLDs (Years Lived with Disability),Bhutan,Female,Age-standardized,Bipolar disorder,Rate,2017,117.61410986599999,176.05724831100002,73.7836407044
YLDs (Years Lived with Disability),Singapore,Male,Age-standardized,Schizophrenia,Rate,2017,151.434309259,191.088947569,110.575762196
YLDs (Years Lived with Disability),Singapore,Female,Age-standardized,Schizophrenia,Rate,2017,168.65476521099998,213.504466908,124.76892595300001
YLDs (Years Lived with Disability),Singapore,Male,Age-standardized,Alcohol use disorders,Rate,2017,61.8768352,88.5849320117,41.1366391515
YLDs (Years Lived with Disability),Singapore,Female,Age-standardized,Alcohol use disorders,Rate,2017,28.754572259699998,41.7078364117,18.6431143219
YLDs (Years Lived with Disability),Malta,Male,Age-standardized,Schizophrenia,Rate,2017,156.600821011,197.026555014,116.09550682999999
YLDs (Years Lived with Disability),Malta,Female,Age-standardized,Schizophrenia,Rate,2017,143.938509565,180.52538324399998,106.98325856199999
YLDs (Years Lived with Disability),Malta,Male,Age-standardized,Alcohol use disorders,Rate,2017,142.574914945,202.056107358,96.5974436764
YLDs (Years Lived with Disability),Malta,Female,Age-standardized,Alcohol use disorders,Rate,2017,59.3423645206,84.7969126186,39.0827556162
YLDs (Years Lived with Disability),Malta,Male,Age-standardized,Major depressive disorder,Rate,2017,232.50231545,316.26622833100004,161.617376038
YLDs (Years Lived with Disability),Malta,Female,Age-standardized,Major depressive disorder,Rate,2017,464.292708227,644.600443899,323.479128524
YLDs (Years Lived with Disability),Malta,Male,Age-standardized,Bipolar disorder,Rate,2017,159.525443615,236.751287576,99.1757309993
YLDs (Years Lived with Disability),Malta,Female,Age-standardized,Bipolar disorder,Rate,2017,202.98815665799998,301.17220713300003,125.791862449
YLDs (Years Lived with Disability),Kyrgyzstan,Male,Age-standardized,Major depressive disorder,Rate,2017,309.077129424,425.20478408300005,216.584559341
YLDs (Years Lived with Disability),Kyrgyzstan,Female,Age-standardized,Major depressive disorder,Rate,2017,426.448537052,581.785183314,296.052360572
YLDs (Years Lived with Disability),Kyrgyzstan,Male,Age-standardized,Bipolar disorder,Rate,2017,123.316997753,187.240401198,77.0272634932
YLDs (Years Lived with Disability),Kyrgyzstan,Female,Age-standardized,Bipolar disorder,Rate,2017,137.472435993,205.028368371,85.0226384532
YLDs (Years Lived with Disability),Sierra Leone,Male,Age-standardized,Alcohol use disorders,Rate,2017,103.38486677,145.25169614,69.7817726167
YLDs (Years Lived with Disability),Sierra Leone,Female,Age-standardized,Alcohol use disorders,Rate,2017,79.8043589808,112.46817345099998,53.5338294409
YLDs (Years Lived with Disability),Sierra Leone,Male,Age-standardized,Major depressive disorder,Rate,2017,351.99719942,480.230693914,243.52525852399998
YLDs (Years Lived with Disability),Sierra Leone,Female,Age-standardized,Major depressive disorder,Rate,2017,634.839910005,860.927102222,439.189817803
YLDs (Years Lived with Disability),Sierra Leone,Male,Age-standardized,Bipolar disorder,Rate,2017,121.52491969199998,180.955236961,75.3173569872
YLDs (Years Lived with Disability),Sierra Leone,Female,Age-standardized,Bipolar disorder,Rate,2017,128.981656982,193.23490198000002,80.9210366051
YLDs (Years Lived with Disability),Slovakia,Male,Age-standardized,Schizophrenia,Rate,2017,122.70088125400001,155.099855932,89.97212172569999
YLDs (Years Lived with Disability),Slovakia,Female,Age-standardized,Schizophrenia,Rate,2017,126.244493039,158.826413151,93.3939814708
YLDs (Years Lived with Disability),Slovakia,Male,Age-standardized,Alcohol use disorders,Rate,2017,317.34835134,438.19075633299997,219.411353356
YLDs (Years Lived with Disability),Slovakia,Female,Age-standardized,Alcohol use disorders,Rate,2017,151.113343953,210.06770400800002,101.111693241
YLDs (Years Lived with Disability),Slovakia,Male,Age-standardized,Major depressive disorder,Rate,2017,216.11747664499998,292.716575953,150.484929511
YLDs (Years Lived with Disability),Slovakia,Female,Age-standardized,Major depressive disorder,Rate,2017,336.863048822,460.99859569600005,230.464808709
YLDs (Years Lived with Disability),Slovakia,Male,Age-standardized,Bipolar disorder,Rate,2017,126.75907021900001,188.976270432,78.5800877895
YLDs (Years Lived with Disability),Slovakia,Female,Age-standardized,Bipolar disorder,Rate,2017,147.162320277,223.31624787599998,91.2882563217
YLDs (Years Lived with Disability),China,Male,Age-standardized,Schizophrenia,Rate,2017,204.02532865700002,250.98359861600002,151.99532221799998
YLDs (Years Lived with Disability),China,Female,Age-standardized,Schizophrenia,Rate,2017,210.214992898,259.67579278,157.930534655
YLDs (Years Lived with Disability),China,Male,Age-standardized,Alcohol use disorders,Rate,2017,179.06081155799998,247.125571005,121.20786781099999
YLDs (Years Lived with Disability),China,Female,Age-standardized,Alcohol use disorders,Rate,2017,51.07986909500001,71.7567021634,34.4600840788
YLDs (Years Lived with Disability),India,Male,Age-standardized,Schizophrenia,Rate,2017,177.203613508,219.698645953,133.556792503
YLDs (Years Lived with Disability),India,Female,Age-standardized,Schizophrenia,Rate,2017,143.289167901,177.384972323,107.17726655700001
YLDs (Years Lived with Disability),India,Male,Age-standardized,Alcohol use disorders,Rate,2017,168.616525551,232.972748858,116.88067946100001
YLDs (Years Lived with Disability),India,Female,Age-standardized,Alcohol use disorders,Rate,2017,48.931733963400006,68.0729808128,33.0334806811
YLDs (Years Lived with Disability),India,Male,Age-standardized,Major depressive disorder,Rate,2017,377.56812454000004,506.64203430299995,262.75645378999997
YLDs (Years Lived with Disability),India,Female,Age-standardized,Major depressive disorder,Rate,2017,529.94857281,713.250821043,372.955431686
YLDs (Years Lived with Disability),India,Male,Age-standardized,Bipolar disorder,Rate,2017,112.39571010700001,165.335351503,70.46286876090001
YLDs (Years Lived with Disability),India,Female,Age-standardized,Bipolar disorder,Rate,2017,109.153548202,160.444292432,68.5165567365
YLDs (Years Lived with Disability),Eritrea,Male,Age-standardized,Schizophrenia,Rate,2017,95.7784242487,121.603117179,70.3568793079
YLDs (Years Lived with Disability),Eritrea,Female,Age-standardized,Schizophrenia,Rate,2017,99.3963102716,125.279170997,72.5179688026
YLDs (Years Lived with Disability),Eritrea,Male,Age-standardized,Alcohol use disorders,Rate,2017,235.311180683,324.208757586,159.929821383
YLDs (Years Lived with Disability),Eritrea,Female,Age-standardized,Alcohol use disorders,Rate,2017,102.406541875,142.337428316,68.5695625171
YLDs (Years Lived with Disability),Slovenia,Male,Age-standardized,Schizophrenia,Rate,2017,123.742188605,157.994123621,90.4534018862
YLDs (Years Lived with Disability),Slovenia,Female,Age-standardized,Schizophrenia,Rate,2017,126.62144905999999,160.604019873,93.6843408506
YLDs (Years Lived with Disability),Slovenia,Male,Age-standardized,Alcohol use disorders,Rate,2017,271.24390338700005,378.881155784,188.08962520999998
YLDs (Years Lived with Disability),Slovenia,Female,Age-standardized,Alcohol use disorders,Rate,2017,141.77792453299998,198.290592649,96.2450153928
YLDs (Years Lived with Disability),Slovenia,Male,Age-standardized,Major depressive disorder,Rate,2017,287.850296529,389.558498375,199.963843931
YLDs (Years Lived with Disability),Slovenia,Female,Age-standardized,Major depressive disorder,Rate,2017,439.378630043,601.57310244,303.965455363
YLDs (Years Lived with Disability),Slovenia,Male,Age-standardized,Bipolar disorder,Rate,2017,127.531734409,191.044581763,79.6895248666
YLDs (Years Lived with Disability),Slovenia,Female,Age-standardized,Bipolar disorder,Rate,2017,148.825033077,221.14762365500002,93.580739495
YLDs (Years Lived with Disability),Nepal,Male,Age-standardized,Schizophrenia,Rate,2017,169.725160806,212.38329830400002,126.031622766
YLDs (Years Lived with Disability),Nepal,Female,Age-standardized,Schizophrenia,Rate,2017,138.007417725,172.54471840899998,103.42105371699999
YLDs (Years Lived with Disability),Nepal,Male,Age-standardized,Alcohol use disorders,Rate,2017,195.095237983,266.93275828099996,132.954944872
YLDs (Years Lived with Disability),Nepal,Female,Age-standardized,Alcohol use disorders,Rate,2017,108.75184836899999,151.970660286,74.02420186180001
YLDs (Years Lived with Disability),Austria,Male,Age-standardized,Schizophrenia,Rate,2017,155.547940393,194.18833505,114.662971167
YLDs (Years Lived with Disability),Austria,Female,Age-standardized,Schizophrenia,Rate,2017,144.443294422,181.191001424,106.660045172
YLDs (Years Lived with Disability),Cameroon,Male,Age-standardized,Schizophrenia,Rate,2017,104.98684720099999,132.248404559,77.84232592059999
YLDs (Years Lived with Disability),Cameroon,Female,Age-standardized,Schizophrenia,Rate,2017,106.598226481,133.34348726599998,78.6598746105
YLDs (Years Lived with Disability),Cameroon,Male,Age-standardized,Alcohol use disorders,Rate,2017,118.369487732,162.707015576,82.1971020051
YLDs (Years Lived with Disability),Cameroon,Female,Age-standardized,Alcohol use disorders,Rate,2017,80.6746086115,111.809000412,54.1425702777
YLDs (Years Lived with Disability),Cameroon,Male,Age-standardized,Major depressive disorder,Rate,2017,403.952383837,550.902463699,280.982818516
YLDs (Years Lived with Disability),Cameroon,Female,Age-standardized,Major depressive disorder,Rate,2017,634.447495255,872.655975433,445.03730176
YLDs (Years Lived with Disability),Cameroon,Male,Age-standardized,Bipolar disorder,Rate,2017,122.03616088199999,181.581359452,75.9207176594
YLDs (Years Lived with Disability),Cameroon,Female,Age-standardized,Bipolar disorder,Rate,2017,127.97273436399999,190.460818661,78.996959766
YLDs (Years Lived with Disability),Nepal,Male,Age-standardized,Major depressive disorder,Rate,2017,365.314956983,496.97688366600005,253.80347292200003
YLDs (Years Lived with Disability),Nepal,Female,Age-standardized,Major depressive disorder,Rate,2017,547.3842941329999,739.825169054,384.384908242
YLDs (Years Lived with Disability),Nepal,Male,Age-standardized,Bipolar disorder,Rate,2017,114.915462749,172.867798081,72.13026460580001
YLDs (Years Lived with Disability),Nepal,Female,Age-standardized,Bipolar disorder,Rate,2017,116.49045382300001,173.97347693,72.8335095823
YLDs (Years Lived with Disability),Colombia,Male,Age-standardized,Schizophrenia,Rate,2017,133.780503142,170.312833744,98.3365704027
YLDs (Years Lived with Disability),Colombia,Female,Age-standardized,Schizophrenia,Rate,2017,120.98671721599999,153.342403111,87.4703345885
YLDs (Years Lived with Disability),Colombia,Male,Age-standardized,Alcohol use disorders,Rate,2017,246.11057853199998,343.15564829,165.881641066
YLDs (Years Lived with Disability),Colombia,Female,Age-standardized,Alcohol use disorders,Rate,2017,93.739586318,130.699755942,61.1415018951
YLDs (Years Lived with Disability),Colombia,Male,Age-standardized,Major depressive disorder,Rate,2017,246.052582651,339.271647612,171.79459256500002
YLDs (Years Lived with Disability),Colombia,Female,Age-standardized,Major depressive disorder,Rate,2017,327.455779967,453.08138989900004,226.18470887499998
YLDs (Years Lived with Disability),Colombia,Male,Age-standardized,Bipolar disorder,Rate,2017,141.08593361200002,210.95840259800002,87.1306313672
YLDs (Years Lived with Disability),Colombia,Female,Age-standardized,Bipolar disorder,Rate,2017,160.568330888,237.075304767,100.601803253
YLDs (Years Lived with Disability),Philippines,Male,Age-standardized,Schizophrenia,Rate,2017,145.386490838,183.05080736399998,107.69752288400001
YLDs (Years Lived with Disability),Philippines,Female,Age-standardized,Schizophrenia,Rate,2017,133.41337814,169.283098529,97.86846094539999
YLDs (Years Lived with Disability),Philippines,Male,Age-standardized,Alcohol use disorders,Rate,2017,116.727478513,161.228018801,79.81923740260001
YLDs (Years Lived with Disability),Philippines,Female,Age-standardized,Alcohol use disorders,Rate,2017,56.147081838199995,78.7647784147,37.5865782992
YLDs (Years Lived with Disability),Philippines,Male,Age-standardized,Major depressive disorder,Rate,2017,217.936720005,301.079900687,148.297976108
YLDs (Years Lived with Disability),Philippines,Female,Age-standardized,Major depressive disorder,Rate,2017,256.71528623399996,352.29244825700005,178.593373661
YLDs (Years Lived with Disability),Philippines,Male,Age-standardized,Bipolar disorder,Rate,2017,104.25468959099999,156.251450188,64.1698117325
YLDs (Years Lived with Disability),Philippines,Female,Age-standardized,Bipolar disorder,Rate,2017,108.113749563,161.194109561,66.53573735069999
YLDs (Years Lived with Disability),Austria,Male,Age-standardized,Alcohol use disorders,Rate,2017,243.128445815,342.40128806,166.60365723200002
YLDs (Years Lived with Disability),Austria,Female,Age-standardized,Alcohol use disorders,Rate,2017,91.1001196134,127.56416125900002,60.7549948507
YLDs (Years Lived with Disability),Ethiopia,Male,Age-standardized,Schizophrenia,Rate,2017,103.252813554,128.154225236,77.032216642
YLDs (Years Lived with Disability),Ethiopia,Female,Age-standardized,Schizophrenia,Rate,2017,102.705072402,127.53303533900001,76.27528614430001
YLDs (Years Lived with Disability),Ethiopia,Male,Age-standardized,Alcohol use disorders,Rate,2017,293.408266947,405.375978702,202.19960565699998
YLDs (Years Lived with Disability),Ethiopia,Female,Age-standardized,Alcohol use disorders,Rate,2017,73.08355998590001,101.401320999,49.909898423399994
YLDs (Years Lived with Disability),Australia,Male,Age-standardized,Schizophrenia,Rate,2017,217.249740994,279.987004022,160.678504609
YLDs (Years Lived with Disability),Australia,Female,Age-standardized,Schizophrenia,Rate,2017,197.37651248400002,244.51732475100002,145.192027838
YLDs (Years Lived with Disability),Australia,Male,Age-standardized,Alcohol use disorders,Rate,2017,174.66965716200002,247.05949660099998,117.46111850300001
YLDs (Years Lived with Disability),Australia,Female,Age-standardized,Alcohol use disorders,Rate,2017,95.504605582,134.441863648,64.1267565597
YLDs (Years Lived with Disability),Australia,Male,Age-standardized,Major depressive disorder,Rate,2017,456.749593316,620.383998104,311.664418199
YLDs (Years Lived with Disability),Australia,Female,Age-standardized,Major depressive disorder,Rate,2017,725.830574887,987.839289129,491.21836285700005
YLDs (Years Lived with Disability),Australia,Male,Age-standardized,Bipolar disorder,Rate,2017,195.194436501,297.582889742,123.122497717
YLDs (Years Lived with Disability),Australia,Female,Age-standardized,Bipolar disorder,Rate,2017,221.79077776600002,327.444014967,141.626115739
YLDs (Years Lived with Disability),Jordan,Male,Age-standardized,Schizophrenia,Rate,2017,119.809999389,152.03803999000002,88.5349491625
YLDs (Years Lived with Disability),Jordan,Female,Age-standardized,Schizophrenia,Rate,2017,114.594350105,144.449818713,83.6521646574
YLDs (Years Lived with Disability),Jordan,Male,Age-standardized,Alcohol use disorders,Rate,2017,72.0962589003,101.884097046,48.3644840623
YLDs (Years Lived with Disability),Jordan,Female,Age-standardized,Alcohol use disorders,Rate,2017,51.691144761400004,73.5523404105,33.7131182375
YLDs (Years Lived with Disability),Ethiopia,Male,Age-standardized,Major depressive disorder,Rate,2017,485.721071227,657.8987320809999,338.982179685
YLDs (Years Lived with Disability),Ethiopia,Female,Age-standardized,Major depressive disorder,Rate,2017,592.288752554,801.4985331899999,409.29567657999996
YLDs (Years Lived with Disability),Ethiopia,Male,Age-standardized,Bipolar disorder,Rate,2017,121.80386068700001,178.860724122,76.8879249274
YLDs (Years Lived with Disability),Ethiopia,Female,Age-standardized,Bipolar disorder,Rate,2017,129.136870771,189.806066159,81.1626497553
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,Schizophrenia,Rate,2017,154.484573006,192.007413793,115.25229022299999
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,Schizophrenia,Rate,2017,142.318426241,179.068280377,104.199265366
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,Alcohol use disorders,Rate,2017,191.385850335,269.219942473,130.140073977
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,Alcohol use disorders,Rate,2017,74.1988413688,106.70076803599999,49.195667017599995
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,Major depressive disorder,Rate,2017,363.97509465,496.41069638299996,254.68562427400002
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,Major depressive disorder,Rate,2017,638.586346124,869.059238785,437.19471826399996
YLDs (Years Lived with Disability),Belgium,Male,Age-standardized,Bipolar disorder,Rate,2017,155.397173404,231.300788601,97.019818297
YLDs (Years Lived with Disability),Belgium,Female,Age-standardized,Bipolar disorder,Rate,2017,195.467989796,288.446871085,124.477566936
YLDs (Years Lived with Disability),Pakistan,Male,Age-standardized,Schizophrenia,Rate,2017,176.08160923100002,222.216622784,130.479465174
YLDs (Years Lived with Disability),Pakistan,Female,Age-standardized,Schizophrenia,Rate,2017,141.19928068,179.46382489500002,104.83926420200001
YLDs (Years Lived with Disability),Pakistan,Male,Age-standardized,Alcohol use disorders,Rate,2017,197.952311577,276.603163683,134.663285105
YLDs (Years Lived with Disability),Pakistan,Female,Age-standardized,Alcohol use disorders,Rate,2017,97.6413733431,136.34549363,66.4346978073
YLDs (Years Lived with Disability),Tajikistan,Male,Age-standardized,Schizophrenia,Rate,2017,111.987487443,141.016280013,81.90120596470001
YLDs (Years Lived with Disability),Tajikistan,Female,Age-standardized,Schizophrenia,Rate,2017,112.50234753100001,144.100840017,82.3073355791
YLDs (Years Lived with Disability),Cape Verde,Male,Age-standardized,Schizophrenia,Rate,2017,112.867728609,143.030265518,83.0874693646
YLDs (Years Lived with Disability),Cape Verde,Female,Age-standardized,Schizophrenia,Rate,2017,119.482517231,151.107154802,86.6455465334
YLDs (Years Lived with Disability),Cape Verde,Male,Age-standardized,Alcohol use disorders,Rate,2017,113.449653778,157.808490382,76.8878647632
YLDs (Years Lived with Disability),Cape Verde,Female,Age-standardized,Alcohol use disorders,Rate,2017,77.9677086602,109.910168766,52.285423784900004
YLDs (Years Lived with Disability),Cape Verde,Male,Age-standardized,Major depressive disorder,Rate,2017,506.956825898,688.053497337,345.894341751
YLDs (Years Lived with Disability),Cape Verde,Female,Age-standardized,Major depressive disorder,Rate,2017,628.942559562,848.416687162,439.645925502
YLDs (Years Lived with Disability),Cape Verde,Male,Age-standardized,Bipolar disorder,Rate,2017,130.756339059,193.802941416,81.73970769270001
YLDs (Years Lived with Disability),Cape Verde,Female,Age-standardized,Bipolar disorder,Rate,2017,146.883383246,221.01255902699998,90.4729306822
YLDs (Years Lived with Disability),South Sudan,Male,Age-standardized,Schizophrenia,Rate,2017,104.300729901,132.44823402,76.81002884579999
YLDs (Years Lived with Disability),South Sudan,Female,Age-standardized,Schizophrenia,Rate,2017,102.86270666700001,129.579644377,75.9407348619
YLDs (Years Lived with Disability),South Sudan,Male,Age-standardized,Alcohol use disorders,Rate,2017,200.268265262,283.37935279799996,137.918783702
YLDs (Years Lived with Disability),South Sudan,Female,Age-standardized,Alcohol use disorders,Rate,2017,99.70314465210001,138.766037246,67.4868133648
YLDs (Years Lived with Disability),South Sudan,Male,Age-standardized,Major depressive disorder,Rate,2017,409.181097623,552.8072765769999,289.847585256
YLDs (Years Lived with Disability),South Sudan,Female,Age-standardized,Major depressive disorder,Rate,2017,613.9812569549999,832.241398998,423.962814055
YLDs (Years Lived with Disability),South Sudan,Male,Age-standardized,Bipolar disorder,Rate,2017,119.99255955699999,182.792578086,76.34500924860001
YLDs (Years Lived with Disability),South Sudan,Female,Age-standardized,Bipolar disorder,Rate,2017,127.37202092999999,189.41388615600002,79.6637421348
YLDs (Years Lived with Disability),Palestine,Male,Age-standardized,Major depressive disorder,Rate,2017,655.13756839,896.29187102,442.130399718
YLDs (Years Lived with Disability),Palestine,Female,Age-standardized,Major depressive disorder,Rate,2017,751.420793209,1024.55238728,519.52561682
YLDs (Years Lived with Disability),Nicaragua,Male,Age-standardized,Schizophrenia,Rate,2017,128.76522752900001,162.962765915,95.03564560550001
YLDs (Years Lived with Disability),Nicaragua,Female,Age-standardized,Schizophrenia,Rate,2017,115.374986945,145.07384134,82.86218113369999
YLDs (Years Lived with Disability),Nicaragua,Male,Age-standardized,Alcohol use disorders,Rate,2017,329.467138598,466.47624377899996,225.837616391
YLDs (Years Lived with Disability),Nicaragua,Female,Age-standardized,Alcohol use disorders,Rate,2017,70.2098175631,100.38267336500002,47.5690308477
YLDs (Years Lived with Disability),Kuwait,Male,Age-standardized,Schizophrenia,Rate,2017,129.596336828,164.796083151,94.9258143954
YLDs (Years Lived with Disability),Kuwait,Female,Age-standardized,Schizophrenia,Rate,2017,124.43231173299999,158.593630845,90.5793617616
YLDs (Years Lived with Disability),Kuwait,Male,Age-standardized,Alcohol use disorders,Rate,2017,72.7960688891,103.48205656,48.3081428109
YLDs (Years Lived with Disability),Kuwait,Female,Age-standardized,Alcohol use disorders,Rate,2017,51.949701860400005,72.76233423720001,34.8089504031
YLDs (Years Lived with Disability),Kuwait,Male,Age-standardized,Major depressive disorder,Rate,2017,413.39161032100003,571.324435367,288.989402784
YLDs (Years Lived with Disability),Kuwait,Female,Age-standardized,Major depressive disorder,Rate,2017,593.414465175,814.6156274049999,411.702369347
YLDs (Years Lived with Disability),Kuwait,Male,Age-standardized,Bipolar disorder,Rate,2017,155.939778918,232.07397341400002,97.69109896959999
YLDs (Years Lived with Disability),Kuwait,Female,Age-standardized,Bipolar disorder,Rate,2017,175.774118755,261.967347455,109.51298379999999
YLDs (Years Lived with Disability),Estonia,Male,Age-standardized,Schizophrenia,Rate,2017,117.623662294,147.081843996,86.3214962924
YLDs (Years Lived with Disability),Estonia,Female,Age-standardized,Schizophrenia,Rate,2017,121.55211257799999,152.649581404,90.2289928209
YLDs (Years Lived with Disability),Estonia,Male,Age-standardized,Alcohol use disorders,Rate,2017,475.38499311199996,661.20715317,333.25136818000004
YLDs (Years Lived with Disability),Estonia,Female,Age-standardized,Alcohol use disorders,Rate,2017,395.596611269,556.0911915930001,264.961050751
YLDs (Years Lived with Disability),Togo,Male,Age-standardized,Schizophrenia,Rate,2017,101.822150891,129.574620878,74.87353754509999
YLDs (Years Lived with Disability),Togo,Female,Age-standardized,Schizophrenia,Rate,2017,104.382258223,130.998990981,75.4101841144
YLDs (Years Lived with Disability),Cyprus,Male,Age-standardized,Major depressive disorder,Rate,2017,220.73053371100002,304.780795596,152.680204433
YLDs (Years Lived with Disability),Cyprus,Female,Age-standardized,Major depressive disorder,Rate,2017,461.53309707100004,637.746398457,319.90096875
YLDs (Years Lived with Disability),Cyprus,Male,Age-standardized,Bipolar disorder,Rate,2017,155.344492088,231.56678397200002,98.8103850273
YLDs (Years Lived with Disability),Cyprus,Female,Age-standardized,Bipolar disorder,Rate,2017,199.377646665,294.583224891,125.90124636700001
YLDs (Years Lived with Disability),Latvia,Male,Age-standardized,Major depressive disorder,Rate,2017,329.72382521699996,445.174094765,229.541193096
YLDs (Years Lived with Disability),Latvia,Female,Age-standardized,Major depressive disorder,Rate,2017,418.05603177499995,568.0485714800001,292.00990611699996
YLDs (Years Lived with Disability),Latvia,Male,Age-standardized,Bipolar disorder,Rate,2017,121.760840424,182.457193565,75.0588129115
YLDs (Years Lived with Disability),Latvia,Female,Age-standardized,Bipolar disorder,Rate,2017,141.958033615,212.441134674,87.7832254123
YLDs (Years Lived with Disability),Turkmenistan,Male,Age-standardized,Schizophrenia,Rate,2017,119.693325167,151.435350422,88.60126479360001
YLDs (Years Lived with Disability),Turkmenistan,Female,Age-standardized,Schizophrenia,Rate,2017,120.14294326999999,152.593432697,88.6776652914
YLDs (Years Lived with Disability),Turkmenistan,Male,Age-standardized,Alcohol use disorders,Rate,2017,348.853582098,482.216227697,233.646924549
YLDs (Years Lived with Disability),Turkmenistan,Female,Age-standardized,Alcohol use disorders,Rate,2017,117.90687640600001,168.034754347,80.145641648
YLDs (Years Lived with Disability),Costa Rica,Male,Age-standardized,Schizophrenia,Rate,2017,138.15852267,176.05948852699998,100.675044856
YLDs (Years Lived with Disability),Costa Rica,Female,Age-standardized,Schizophrenia,Rate,2017,122.990476222,155.689333681,89.6050113599
YLDs (Years Lived with Disability),Costa Rica,Male,Age-standardized,Alcohol use disorders,Rate,2017,215.35592869299998,307.14488063299996,145.01200792400002
YLDs (Years Lived with Disability),Costa Rica,Female,Age-standardized,Alcohol use disorders,Rate,2017,70.2466689984,98.70564237299999,47.9154145426
YLDs (Years Lived with Disability),New Zealand,Male,Age-standardized,Major depressive disorder,Rate,2017,336.20776225599997,464.743287609,233.25266035
YLDs (Years Lived with Disability),New Zealand,Female,Age-standardized,Major depressive disorder,Rate,2017,536.761100674,745.097264592,365.96882809699997
YLDs (Years Lived with Disability),New Zealand,Male,Age-standardized,Bipolar disorder,Rate,2017,198.83122756199998,295.11571764499996,124.61633282500001
YLDs (Years Lived with Disability),New Zealand,Female,Age-standardized,Bipolar disorder,Rate,2017,234.723490245,344.172289191,146.708509535
